CODIGO DO MUNICIPIO - TOM;CODIGO DO MUNICIPIO - IBGE;MUNICIPIO - TOM;municipio - IBGE;UF
1815;2609006;MACAPARANA;Macaparana;PE
1816;2609105;MACHADOS;Machados;PE
1817;2609204;MARAIAL;Maraial;PE
1818;2609303;MIRANDIBA;Mirandiba;PE
1819;2609402;MORENO;Moreno;PE
1820;2609501;NAZARE DA MATA;Nazare Da Mata;PE
1821;2609600;OLINDA;Olinda;PE
1822;2609709;OROBO;Orobo;PE
1823;2609808;OROCO;Oroco;PE
1824;2609907;OURICURI;Ouricuri;PE
1825;2610004;PALMARES;Palmares;PE
1826;2610103;PALMEIRINA;Palmeirina;PE
1827;2610202;PANELAS;Panelas;PE
1828;2610301;PARANATAMA;Paranatama;PE
1829;2610400;PARNAMIRIM;Parnamirim;PE
1830;2610509;PASSIRA;Passira;PE
1831;2610608;PAUDALHO;Paudalho;PE
1832;2610707;PAULISTA;Paulista;PE
1833;2610806;PEDRA;Pedra;PE
1834;2610905;PESQUEIRA;Pesqueira;PE
1835;2611002;PETROLANDIA;Petrolandia;PE
1836;2611101;PETROLINA;Petrolina;PE
1837;2611200;POCAO;Pocao;PE
1838;2611309;POMBOS;Pombos;PE
1839;2611408;PRIMAVERA;Primavera;PE
1840;2611507;QUIPAPA;Quipapa;PE
1841;2611606;RECIFE;Recife;PE
1842;2611705;RIACHO DAS ALMAS;Riacho Das Almas;PE
1843;2611804;RIBEIRAO;Ribeirao;PE
1844;2611903;RIO FORMOSO;Rio Formoso;PE
1845;2612000;SAIRE;Saire;PE
1846;2612109;SALGADINHO;Salgadinho;PE
1847;2612208;SALGUEIRO;Salgueiro;PE
1848;2612307;SALOA;Saloa;PE
1849;2612406;SANHARO;Sanharo;PE
1850;2612505;SANTA CRUZ DO CAPIBARIBE;Santa Cruz Do Capibaribe;PE
1851;2612604;SANTA MARIA DA BOA VISTA;Santa Maria Da Boa Vista;PE
1852;2612703;SANTA MARIA DO CAMBUCA;Santa Maria Do Cambuca;PE
1853;2612802;SANTA TEREZINHA;Santa Terezinha;PE
1854;2612901;SAO BENEDITO DO SUL;Sao Benedito Do Sul;PE
1855;2613008;SAO BENTO DO UNA;Sao Bento Do Una;PE
1856;2613107;SAO CAITANO;Sao Caitano;PE
1857;2613206;SAO JOAO;Sao Joao;PE
1858;2613305;SAO JOAQUIM DO MONTE;Sao Joaquim Do Monte;PE
1859;2613404;SAO JOSE DA COROA GRANDE;Sao Jose Da Coroa Grande;PE
1860;2613503;SAO JOSE DO BELMONTE;Sao Jose Do Belmonte;PE
1861;2613602;SAO JOSE DO EGITO;Sao Jose Do Egito;PE
1862;2613701;SAO LOURENCO DA MATA;Sao Lourenco Da Mata;PE
1863;2613800;SAO VICENTE FERRER;Sao Vicente Ferrer;PE
1864;2613909;SERRA TALHADA;Serra Talhada;PE
1865;2614006;SERRITA;Serrita;PE
1866;2614105;SERTANIA;Sertania;PE
1867;2614204;SIRINHAEM;Sirinhaem;PE
1868;2614303;MOREILANDIA;Moreilandia;PE
1869;2614402;SOLIDAO;Solidao;PE
1870;2614501;SURUBIM;Surubim;PE
1871;2614600;TABIRA;Tabira;PE
1872;2614709;TACAIMBO;Tacaimbo;PE
1873;2614808;TACARATU;Tacaratu;PE
1874;2607653;ITAMBE;Itambe;PE
1875;2615003;TAQUARITINGA DO NORTE;Taquaritinga Do Norte;PE
1876;2615102;TEREZINHA;Terezinha;PE
1877;2615201;TERRA NOVA;Terra Nova;PE
1878;2615300;TIMBAUBA;Timbauba;PE
1879;2615409;TORITAMA;Toritama;PE
1880;2615508;TRACUNHAEM;Tracunhaem;PE
1881;2615607;TRINDADE;Trindade;PE
1882;2615706;TRIUNFO;Triunfo;PE
1883;2615805;TUPANATINGA;Tupanatinga;PE
1884;2615904;TUPARETAMA;Tuparetama;PE
1885;2616001;VENTUROSA;Venturosa;PE
1886;2616100;VERDEJANTE;Verdejante;PE
1887;2616209;VERTENTES;Vertentes;PE
1888;2616308;VICENCIA;Vicencia;PE
1889;2616407;VITORIA DE SANTO ANTAO;Vitoria De Santo Antao;PE
1890;2603454;CAMARAGIBE;Camaragibe;PE
1891;2600054;ABREU E LIMA;Abreu E Lima;PE
1892;2607752;ITAPISSUMA;Itapissuma;PE
1893;2603926;CARNAUBEIRA DA PENHA;Carnaubeira Da Penha;PE
1894;2611533;QUIXABA;Quixaba;PE
1895;2612471;SANTA CRUZ DA BAIXA VERDE;Santa Cruz Da Baixa Verde;PE
1896;2706448;PARIPUEIRA;Paripueira;AL
1897;2702553;ESTRELA DE ALAGOAS;Estrela De Alagoas;AL
1898;2706422;PARICONHA;Pariconha;AL
1899;2806404;SANTANA DO SAO FRANCISCO;Santana Do Sao Francisco;SE
1900;3162955;SAO JOSE DA LAPA;Sao Jose Da Lapa;MG
1901;3112653;CAPITAO ANDRADE;Capitao Andrade;MG
1902;3115458;CATUJI;Catuji;MG
1903;3135076;JAMPRUCA;Jampruca;MG
1904;3122454;DIVISOPOLIS;Divisopolis;MG
1905;3140555;MATA VERDE;Mata Verde;MG
1906;3146750;PALMOPOLIS;Palmopolis;MG
1907;3123858;ENTRE FOLHAS;Entre Folhas;MG
1908;3131158;IPABA;Ipaba;MG
1909;3157252;SANTA BARBARA DO LESTE;Santa Barbara Do Leste;MG
1910;3159357;SANTA RITA DE MINAS;Santa Rita De Minas;MG
1911;3170057;UBAPORANGA;Ubaporanga;MG
1912;3158953;SANTANA DO PARAISO;Santana Do Paraiso;MG
1913;3123528;DURANDE;Durande;MG
1914;3162559;SAO JOAO DO MANHUACU;Sao Joao Do Manhuacu;MG
1915;3162575;SAO JOAO DO MANTENINHA;Sao Joao Do Manteninha;MG
1916;3101631;ALFREDO VASCONCELOS;Alfredo Vasconcelos;MG
1917;3125952;FERVEDOURO;Fervedouro;MG
1918;3114550;CARNEIRINHO;Carneirinho;MG
1919;3138625;LIMEIRA DO OESTE;Limeira Do Oeste;MG
1920;3165578;SENADOR AMARAL;Senador Amaral;MG
1921;3136652;JUATUBA;Juatuba;MG
1922;3130051;ICARAI DE MINAS;Icarai De Minas;MG
1923;3138658;LONTRA;Lontra;MG
1924;3143450;MONTEZUMA;Montezuma;MG
1925;3170529;URUCUIA;Urucuia;MG
1926;2700102;AGUA BRANCA;Agua Branca;AL
1927;2700201;ANADIA;Anadia;AL
1928;2700300;ARAPIRACA;Arapiraca;AL
1929;2700409;ATALAIA;Atalaia;AL
1930;2700508;BARRA DE SANTO ANTONIO;Barra De Santo Antonio;AL
1931;2700607;BARRA DE SAO MIGUEL;Barra De Sao Miguel;AL
1932;2700706;BATALHA;Batalha;AL
1933;2700805;BELEM;Belem;AL
1934;2700904;BELO MONTE;Belo Monte;AL
1935;2701001;BOCA DA MATA;Boca Da Mata;AL
1936;2701100;BRANQUINHA;Branquinha;AL
1937;2701209;CACIMBINHAS;Cacimbinhas;AL
1938;2701308;CAJUEIRO;Cajueiro;AL
1939;2701407;CAMPO ALEGRE;Campo Alegre;AL
1940;2701506;CAMPO GRANDE;Campo Grande;AL
1941;2701605;CANAPI;Canapi;AL
1942;2701704;CAPELA;Capela;AL
1943;2701803;CARNEIROS;Carneiros;AL
1944;2701902;CHA PRETA;Cha Preta;AL
1945;2702009;COITE DO NOIA;Coite Do Noia;AL
1946;2702108;COLONIA LEOPOLDINA;Colonia Leopoldina;AL
1947;2702207;COQUEIRO SECO;Coqueiro Seco;AL
1948;2702306;CORURIPE;Coruripe;AL
1949;2702405;DELMIRO GOUVEIA;Delmiro Gouveia;AL
1950;2702504;DOIS RIACHOS;Dois Riachos;AL
1951;2702603;FEIRA GRANDE;Feira Grande;AL
1952;2702702;FELIZ DESERTO;Feliz Deserto;AL
1953;2702801;FLEXEIRAS;Flexeiras;AL
1954;2702900;GIRAU DO PONCIANO;Girau Do Ponciano;AL
1955;2703007;IBATEGUARA;Ibateguara;AL
1956;2703106;IGACI;Igaci;AL
1957;2703205;IGREJA NOVA;Igreja Nova;AL
1958;2703304;INHAPI;Inhapi;AL
1959;2703403;JACARE DOS HOMENS;Jacare Dos Homens;AL
1960;2703502;JACUIPE;Jacuipe;AL
1961;2703601;JAPARATINGA;Japaratinga;AL
1962;2703700;JARAMATAIA;Jaramataia;AL
1963;2703809;JOAQUIM GOMES;Joaquim Gomes;AL
1964;2703908;JUNDIA;Jundia;AL
1965;2704005;JUNQUEIRO;Junqueiro;AL
1966;2704104;LAGOA DA CANOA;Lagoa Da Canoa;AL
1967;2704203;LIMOEIRO DE ANADIA;Limoeiro De Anadia;AL
1968;2704302;MACEIO;Maceio;AL
1969;2704401;MAJOR ISIDORO;Major Isidoro;AL
1970;2704500;MARAGOGI;Maragogi;AL
1971;2704609;MARAVILHA;Maravilha;AL
1972;2704708;MARECHAL DEODORO;Marechal Deodoro;AL
1973;2704807;MARIBONDO;Maribondo;AL
1974;2704906;MAR VERMELHO;Mar Vermelho;AL
1975;2705002;MATA GRANDE;Mata Grande;AL
1976;2705101;MATRIZ DE CAMARAGIBE;Matriz De Camaragibe;AL
1977;2705200;MESSIAS;Messias;AL
1978;2705309;MINADOR DO NEGRAO;Minador Do Negrao;AL
1979;2705408;MONTEIROPOLIS;Monteiropolis;AL
1980;2705507;MURICI;Murici;AL
1981;2705606;NOVO LINO;Novo Lino;AL
1982;2705705;OLHO D'AGUA DAS FLORES;Olho D'Agua Das Flores;AL
1983;2705804;OLHO D'AGUA DO CASADO;Olho D'Agua Do Casado;AL
1984;2705903;OLHO D'AGUA GRANDE;Olho D'Agua Grande;AL
1985;2706000;OLIVENCA;Olivenca;AL
1986;2706109;OURO BRANCO;Ouro Branco;AL
1987;2706208;PALESTINA;Palestina;AL
1988;2706307;PALMEIRA DOS INDIOS;Palmeira Dos Indios;AL
1989;2706406;PAO DE ACUCAR;Pao De Acucar;AL
1990;2706505;PASSO DE CAMARAGIBE;Passo De Camaragibe;AL
1991;2706604;PAULO JACINTO;Paulo Jacinto;AL
1992;2706703;PENEDO;Penedo;AL
1993;2706802;PIACABUCU;Piacabucu;AL
1994;2706901;PILAR;Pilar;AL
1995;2707008;PINDOBA;Pindoba;AL
1996;2707107;PIRANHAS;Piranhas;AL
1997;2707206;POCO DAS TRINCHEIRAS;Poco Das Trincheiras;AL
1998;2707305;PORTO CALVO;Porto Calvo;AL
1999;2707404;PORTO DE PEDRAS;Porto De Pedras;AL
2000;2707503;PORTO REAL DO COLEGIO;Porto Real Do Colegio;AL
2001;2707602;QUEBRANGULO;Quebrangulo;AL
2002;2707701;RIO LARGO;Rio Largo;AL
2003;2707800;ROTEIRO;Roteiro;AL
2004;2707909;SANTA LUZIA DO NORTE;Santa Luzia Do Norte;AL
2005;2708006;SANTANA DO IPANEMA;Santana Do Ipanema;AL
2006;2708105;SANTANA DO MUNDAU;Santana Do Mundau;AL
2007;2708204;SAO BRAS;Sao Bras;AL
2008;2708303;SAO JOSE DA LAJE;Sao Jose Da Laje;AL
2009;2708402;SAO JOSE DA TAPERA;Sao Jose Da Tapera;AL
2010;2708501;SAO LUIS DO QUITUNDE;Sao Luis Do Quitunde;AL
2011;2708600;SAO MIGUEL DOS CAMPOS;Sao Miguel Dos Campos;AL
2012;2708709;SAO MIGUEL DOS MILAGRES;Sao Miguel Dos Milagres;AL
2013;2708808;SAO SEBASTIAO;Sao Sebastiao;AL
2014;2708907;SATUBA;Satuba;AL
2015;2709004;TANQUE D'ARCA;Tanque D'Arca;AL
2016;2709103;TAQUARANA;Taquarana;AL
2017;2709202;TRAIPU;Traipu;AL
2018;2709301;UNIAO DOS PALMARES;Uniao Dos Palmares;AL
2019;2709400;VICOSA;Vicosa;AL
2020;2702355;CRAIBAS;Craibas;AL
2021;2708956;SENADOR RUI PALMEIRA;Senador Rui Palmeira;AL
2022;3135050;JAIBA;Jaiba;MG
2023;3139250;MAMONAS;Mamonas;MG
2024;3140852;MATIAS CARDOSO;Matias Cardoso;MG
2025;3149150;PEDRAS DE MARIA DA CRUZ;Pedras De Maria Da Cruz;MG
2026;3154457;RIACHINHO;Riachinho;MG
2027;3103751;ARAPORA;Arapora;MG
2028;3137536;LAGOA GRANDE;Lagoa Grande;MG
2029;3301850;GUAPIMIRIM;Guapimirim;RJ
2030;3300456;BELFORD ROXO;Belford Roxo;RJ
2031;3304144;QUEIMADOS;Queimados;RJ
2032;3302270;JAPERI;Japeri;RJ
2033;3301157;CARDOSO MOREIRA;Cardoso Moreira;RJ
2034;3306156;VARRE-SAI;Varre-Sai;RJ
2035;3300159;APERIBE;Aperibe;RJ
2036;3304524;RIO DAS OSTRAS;Rio Das Ostras;RJ
2037;3304128;QUATIS;Quatis;RJ
2038;3300225;AREAL;Areal;RJ
2039;3300951;COMENDADOR LEVY GASPARIAN;Comendador Levy Gasparian;RJ
2040;3203346;MARECHAL FLORIANO;Marechal Floriano;ES
2041;3202652;IRUPI;Irupi;ES
2042;3204658;SAO DOMINGOS DO NORTE;Sao Domingos Do Norte;ES
2043;3205150;VILA PAVAO;Vila Pavao;ES
2044;3527256;LOURDES;Lourdes;SP
2045;3548054;SANTO ANTONIO DO ARACANGUA;Santo Antonio Do Aracangua;SP
2046;3549250;SAO JOAO DE IRACEMA;Sao Joao De Iracema;SP
2047;3520442;ILHA SOLTEIRA;Ilha Solteira;SP
2048;3552551;SUZANAPOLIS;Suzanapolis;SP
2049;3510153;CANITAR;Canitar;SP
2050;3515152;ENGENHEIRO COELHO;Engenheiro Coelho;SP
2051;3519071;HORTOLANDIA;Hortolandia;SP
2052;3519055;HOLAMBRA;Holambra;SP
2053;3554953;TUIUTI;Tuiuti;SP
2054;3556354;VARGEM;Vargem;SP
2055;3557303;ESTIVA GERBI;Estiva Gerbi;SP
2056;3515129;EMILIANOPOLIS;Emilianopolis;SP
2057;3537156;PEDRINHAS PAULISTA;Pedrinhas Paulista;SP
2058;3506359;BERTIOGA;Bertioga;SP
2059;3509254;CAJATI;Cajati;SP
2060;3520426;ILHA COMPRIDA;Ilha Comprida;SP
2061;3555356;UBARANA;Ubarana;SP
2062;3557154;ZACARIAS;Zacarias;SP
2063;3514924;ELISIARIO;Elisiario;SP
2064;3528858;MARAPOAMA;Marapoama;SP
2065;3533254;NOVAIS;Novais;SP
2066;3503950;ASPASIA;Aspasia;SP
2067;3529658;MESOPOLIS;Mesopolis;SP
2068;3532843;NOVA CANAA PAULISTA;Nova Canaa Paulista;SP
2069;3540259;PONTALINDA;Pontalinda;SP
2070;3536257;PARISI;Parisi;SP
2071;3503158;ARAPEI;Arapei;SP
2072;3540754;POTIM;Potim;SP
2073;3500758;ALAMBARI;Alambari;SP
2074;3505351;BARRA DO CHAPEU;Barra Do Chapeu;SP
2075;3509452;CAMPINA DO MONTE ALEGRE;Campina Do Monte Alegre;SP
2076;2605459;FERNANDO DE NORONHA;Fernando De Noronha;PE
2077;2401453;BARAUNA;Barauna;RN
2078;2922250;MUQUEM DE SAO FRANCISCO;Muquem De Sao Francisco;BA
2079;2922730;NOVA FATIMA;Nova Fatima;BA
2080;2922755;NOVA IBIA;Nova Ibia;BA
2081;2922854;NOVA REDENCAO;Nova Redencao;BA
2082;2923035;NOVO HORIZONTE;Novo Horizonte;BA
2083;2923050;NOVO TRIUNFO;Novo Triunfo;BA
2084;2923357;OUROLANDIA;Ourolandia;BA
2085;2924678;PIRAI DO NORTE;Pirai Do Norte;BA
2086;2925253;PONTO NOVO;Ponto Novo;BA
2087;2925758;PRESIDENTE TANCREDO NEVES;Presidente Tancredo Neves;BA
2088;2925931;QUIXABEIRA;Quixabeira;BA
2089;2926657;RIBEIRAO DO LARGO;Ribeirao Do Largo;BA
2090;2928950;SAO DOMINGOS;Sao Domingos;BA
2091;2929057;SAO FELIX DO CORIBE;Sao Felix Do Coribe;BA
2092;2929370;SAO JOSE DO JACUIPE;Sao Jose Do Jacuipe;BA
2093;2929354;SAO JOSE DA VITORIA;Sao Jose Da Vitoria;BA
2094;2929750;SAUBARA;Saubara;BA
2095;2930154;SERRA DO RAMALHO;Serra Do Ramalho;BA
2096;2930758;SITIO DO MATO;Sitio Do Mato;BA
2097;2930766;SITIO DO QUINTO;Sitio Do Quinto;BA
2098;2930774;SOBRADINHO;Sobradinho;BA
2099;2932457;UMBURANAS;Umburanas;BA
2100;2933174;VARZEDO;Varzedo;BA
2101;2933257;VEREDA;Vereda;BA
2102;3522158;ITAOCA;Itaoca;SP
2103;3522653;ITAPIRAPUA PAULISTA;Itapirapua Paulista;SP
2104;3543253;RIBEIRAO GRANDE;Ribeirao Grande;SP
2105;3507159;BOM SUCESSO DE ITARARE;Bom Sucesso De Itarare;SP
2106;3532827;NOVA CAMPINA;Nova Campina;SP
2107;3553856;TAQUARIVAI;Taquarivai;SP
2108;3501152;ALUMINIO;Aluminio;SP
2109;3502754;ARACARIGUAMA;Aracariguama;SP
2110;2918555;JUSSARI;Jussari;BA
2111;2901155;AMERICA DOURADA;America Dourada;BA
2112;2902252;ARATACA;Arataca;BA
2113;2903235;BARRO ALTO;Barro Alto;BA
2114;2904753;BURITIRAMA;Buritirama;BA
2115;2906857;CAPELA DO ALTO ALEGRE;Capela Do Alto Alegre;BA
2116;2906873;CAPIM GROSSO;Capim Grosso;BA
2117;2906824;CANUDOS;Canudos;BA
2118;2910057;DIAS D'AVILA;Dias D'Avila;BA
2119;2910750;FATIMA;Fatima;BA
2120;2910859;FILADELFIA;Filadelfia;BA
2121;2911253;GAVIAO;Gaviao;BA
2122;2911659;GUAJERU;Guajeru;BA
2123;2911857;HELIOPOLIS;Heliopolis;BA
2124;2918357;JOAO DOURADO;Joao Dourado;BA
2125;2800100;AMPARO DE SAO FRANCISCO;Amparo De Sao Francisco;SE
2126;2800209;AQUIDABA;Aquidaba;SE
2127;2800308;ARACAJU;Aracaju;SE
2128;2800407;ARAUA;Araua;SE
2129;2800506;AREIA BRANCA;Areia Branca;SE
2130;2800605;BARRA DOS COQUEIROS;Barra Dos Coqueiros;SE
2131;2800704;BREJO GRANDE;Brejo Grande;SE
2132;2800670;BOQUIM;Boquim;SE
2133;2910727;EUNAPOLIS;Eunapolis;BA
2134;2801009;CAMPO DO BRITO;Campo Do Brito;SE
2135;2801108;CANHOBA;Canhoba;SE
2136;2801207;CANINDE DE SAO FRANCISCO;Caninde De Sao Francisco;SE
2137;2801306;CAPELA;Capela;SE
2138;2801405;CARIRA;Carira;SE
2139;2801504;CARMOPOLIS;Carmopolis;SE
2140;2801603;CEDRO DE SAO JOAO;Cedro De Sao Joao;SE
2141;2801702;CRISTINAPOLIS;Cristinapolis;SE
2142;2804458;NOSSA SENHORA APARECIDA;Nossa Senhora Aparecida;SE
2143;2801900;CUMBE;Cumbe;SE
2144;2802007;DIVINA PASTORA;Divina Pastora;SE
2145;2802106;ESTANCIA;Estancia;SE
2146;2802205;FEIRA NOVA;Feira Nova;SE
2147;2802304;FREI PAULO;Frei Paulo;SE
2148;2802502;GENERAL MAYNARD;General Maynard;SE
2149;2802403;GARARU;Gararu;SE
2150;2802601;GRACCHO CARDOSO;Graccho Cardoso;SE
2151;2802700;ILHA DAS FLORES;Ilha Das Flores;SE
2152;2802809;INDIAROBA;Indiaroba;SE
2153;2802908;ITABAIANA;Itabaiana;SE
2154;2803005;ITABAIANINHA;Itabaianinha;SE
2155;2803104;ITABI;Itabi;SE
2156;2803203;ITAPORANGA D'AJUDA;Itaporanga D'Ajuda;SE
2157;2803302;JAPARATUBA;Japaratuba;SE
2158;2803401;JAPOATA;Japoata;SE
2159;2803500;LAGARTO;Lagarto;SE
2160;2803609;LARANJEIRAS;Laranjeiras;SE
2161;2803708;MACAMBIRA;Macambira;SE
2162;2803807;MALHADA DOS BOIS;Malhada Dos Bois;SE
2163;2803906;MALHADOR;Malhador;SE
2164;2804003;MARUIM;Maruim;SE
2165;2804102;MOITA BONITA;Moita Bonita;SE
2166;2804201;MONTE ALEGRE DE SERGIPE;Monte Alegre De Sergipe;SE
2167;2804300;MURIBECA;Muribeca;SE
2168;2804409;NEOPOLIS;Neopolis;SE
2169;2804508;NOSSA SENHORA DA GLORIA;Nossa Senhora Da Gloria;SE
2170;2804607;NOSSA SENHORA DAS DORES;Nossa Senhora Das Dores;SE
2171;2804706;NOSSA SENHORA DE LOURDES;Nossa Senhora De Lourdes;SE
2172;2804805;NOSSA SENHORA DO SOCORRO;Nossa Senhora Do Socorro;SE
2173;2804904;PACATUBA;Pacatuba;SE
2174;2805000;PEDRA MOLE;Pedra Mole;SE
2175;2805109;PEDRINHAS;Pedrinhas;SE
2176;2805208;PINHAO;Pinhao;SE
2177;2805307;PIRAMBU;Pirambu;SE
2178;2805406;POCO REDONDO;Poco Redondo;SE
2179;2805505;POCO VERDE;Poco Verde;SE
2180;2805604;PORTO DA FOLHA;Porto Da Folha;SE
2181;2805703;PROPRIA;Propria;SE
2182;2805802;RIACHAO DO DANTAS;Riachao Do Dantas;SE
2183;2805901;RIACHUELO;Riachuelo;SE
2184;2806008;RIBEIROPOLIS;Ribeiropolis;SE
2185;2806107;ROSARIO DO CATETE;Rosario Do Catete;SE
2186;2806206;SALGADO;Salgado;SE
2187;2806305;SANTA LUZIA DO ITANHY;Santa Luzia Do Itanhy;SE
2188;3554656;TORRE DE PEDRA;Torre De Pedra;SP
2189;2806503;SANTA ROSA DE LIMA;Santa Rosa De Lima;SE
2190;2806602;SANTO AMARO DAS BROTAS;Santo Amaro Das Brotas;SE
2191;2806701;SAO CRISTOVAO;Sao Cristovao;SE
2192;2806800;SAO DOMINGOS;Sao Domingos;SE
2193;2806909;SAO FRANCISCO;Sao Francisco;SE
2194;2807006;SAO MIGUEL DO ALEIXO;Sao Miguel Do Aleixo;SE
2195;2807105;SIMAO DIAS;Simao Dias;SE
2196;2807204;SIRIRI;Siriri;SE
2197;2807303;TELHA;Telha;SE
2198;2807402;TOBIAS BARRETO;Tobias Barreto;SE
2199;2807501;TOMAR DO GERU;Tomar Do Geru;SE
2200;2807600;UMBAUBA;Umbauba;SE
2201;2900355;ADUSTINA;Adustina;BA
2202;2901353;ANDORINHA;Andorinha;BA
2203;2901957;APUAREMA;Apuarema;BA
2204;2902054;ARACAS;Aracas;BA
2205;2902658;BANZAE;Banzae;BA
2206;2903953;BOM JESUS DA SERRA;Bom Jesus Da Serra;BA
2207;2904050;BONITO;Bonito;BA
2208;2904852;CABACEIRAS DO PARAGUACU;Cabaceiras Do Paraguacu;BA
2209;2905156;CAETANOS;Caetanos;BA
2210;2906899;CARAIBAS;Caraibas;BA
2211;2907558;CATURAMA;Caturama;BA
2212;2910776;FEIRA DA MATA;Feira Da Mata;BA
2213;2913457;IGRAPIUNA;Igrapiuna;BA
2214;2914653;ITABELA;Itabela;BA
2215;2915353;ITAGUACU DA BAHIA;Itaguacu Da Bahia;BA
2216;2916856;ITATIM;Itatim;BA
2217;2917334;IUIU;Iuiu;BA
2218;2918456;JUCURUCU;Jucurucu;BA
2219;2918753;LAGOA REAL;Lagoa Real;BA
2220;2919058;Lajedo do Tabocal;Lajedo Do Tabocal;BA
2221;2919926;MADRE DE DEUS;Madre De Deus;BA
2222;2921054;MATINA;Matina;BA
2223;2921450;MIRANTE;Mirante;BA
2224;2922052;MULUNGU DO MORRO;Mulungu Do Morro;BA
2225;2900108;ABAIRA;Abaira;BA
2226;2900207;ABARE;Abare;BA
2227;2900306;ACAJUTIBA;Acajutiba;BA
2228;2900405;AGUA FRIA;Agua Fria;BA
2229;2900504;ERICO CARDOSO;Erico Cardoso;BA
2230;2900603;AIQUARA;Aiquara;BA
2231;2900702;ALAGOINHAS;Alagoinhas;BA
2232;2900801;ALCOBACA;Alcobaca;BA
2233;2900900;ALMADINA;Almadina;BA
2234;2901007;AMARGOSA;Amargosa;BA
2235;2901106;AMELIA RODRIGUES;Amelia Rodrigues;BA
2236;2901205;ANAGE;Anage;BA
2237;2901304;ANDARAI;Andarai;BA
2238;2901403;ANGICAL;Angical;BA
2239;2901502;ANGUERA;Anguera;BA
2240;2901601;ANTAS;Antas;BA
2241;2901700;ANTONIO CARDOSO;Antonio Cardoso;BA
2242;2901809;ANTONIO GONCALVES;Antonio Goncalves;BA
2243;2901908;APORA;Apora;BA
2244;2902005;ARACATU;Aracatu;BA
2245;2902104;ARACI;Araci;BA
2246;2902203;ARAMARI;Aramari;BA
2247;2902302;ARATUIPE;Aratuipe;BA
2248;2902401;AURELINO LEAL;Aurelino Leal;BA
2249;2902500;BAIANOPOLIS;Baianopolis;BA
2250;2902609;BAIXA GRANDE;Baixa Grande;BA
2251;2902708;BARRA;Barra;BA
2252;2902807;BARRA DA ESTIVA;Barra Da Estiva;BA
2253;2902906;BARRA DO CHOCA;Barra Do Choca;BA
2254;2903003;BARRA DO MENDES;Barra Do Mendes;BA
2255;2903102;BARRA DO ROCHA;Barra Do Rocha;BA
2256;2903201;BARREIRAS;Barreiras;BA
2257;2903300;BARRO PRETO;Barro Preto;BA
2258;2903409;BELMONTE;Belmonte;BA
2259;2903508;BELO CAMPO;Belo Campo;BA
2260;2903607;BIRITINGA;Biritinga;BA
2261;2903706;BOA NOVA;Boa Nova;BA
2262;2903805;BOA VISTA DO TUPIM;Boa Vista Do Tupim;BA
2263;2903904;BOM JESUS DA LAPA;Bom Jesus Da Lapa;BA
2264;2904001;BONINAL;Boninal;BA
2265;2904100;BOQUIRA;Boquira;BA
2266;2904209;BOTUPORA;Botupora;BA
2267;2904308;BREJOES;Brejoes;BA
2268;2904407;BREJOLANDIA;Brejolandia;BA
2269;2904506;BROTAS DE MACAUBAS;Brotas De Macaubas;BA
2270;2904605;BRUMADO;Brumado;BA
2271;2904704;BUERAREMA;Buerarema;BA
2272;2904803;CAATIBA;Caatiba;BA
2273;2904902;CACHOEIRA;Cachoeira;BA
2274;2905008;CACULE;Cacule;BA
2275;2905107;CAEM;Caem;BA
2276;2905206;CAETITE;Caetite;BA
2277;2905305;CAFARNAUM;Cafarnaum;BA
2278;2905404;CAIRU;Cairu;BA
2279;2905503;CALDEIRAO GRANDE;Caldeirao Grande;BA
2280;2905602;CAMACAN;Camacan;BA
2281;2905701;CAMACARI;Camacari;BA
2282;2905800;CAMAMU;Camamu;BA
2283;2905909;CAMPO ALEGRE DE LOURDES;Campo Alegre De Lourdes;BA
2284;2906006;CAMPO FORMOSO;Campo Formoso;BA
2285;2906105;CANAPOLIS;Canapolis;BA
2286;2906204;CANARANA;Canarana;BA
2287;2906303;CANAVIEIRAS;Canavieiras;BA
2288;2906402;CANDEAL;Candeal;BA
2289;2906501;CANDEIAS;Candeias;BA
2290;2906600;CANDIBA;Candiba;BA
2291;2906709;CANDIDO SALES;Candido Sales;BA
2292;2906808;CANSANCAO;Cansancao;BA
2293;2906907;CARAVELAS;Caravelas;BA
2294;2907004;CARDEAL DA SILVA;Cardeal Da Silva;BA
2295;2907103;CARINHANHA;Carinhanha;BA
2296;2907202;CASA NOVA;Casa Nova;BA
2297;2907301;CASTRO ALVES;Castro Alves;BA
2298;2907400;CATOLANDIA;Catolandia;BA
2299;2907509;CATU;Catu;BA
2300;2907608;CENTRAL;Central;BA
2301;2907707;CHORROCHO;Chorrocho;BA
2302;2907806;CICERO DANTAS;Cicero Dantas;BA
2303;2907905;CIPO;Cipo;BA
2304;2908002;COARACI;Coaraci;BA
2305;2908101;COCOS;Cocos;BA
2306;2908200;CONCEICAO DA FEIRA;Conceicao Da Feira;BA
2307;2908309;CONCEICAO DO ALMEIDA;Conceicao Do Almeida;BA
2308;2908408;CONCEICAO DO COITE;Conceicao Do Coite;BA
2309;2908507;CONCEICAO DO JACUIPE;Conceicao Do Jacuipe;BA
2310;2908606;CONDE;Conde;BA
2311;2908705;CONDEUBA;Condeuba;BA
2312;2908804;CONTENDAS DO SINCORA;Contendas Do Sincora;BA
2313;2908903;CORACAO DE MARIA;Coracao De Maria;BA
