codigo,idade,departamento,escolaridade,sexo,nivel,funcao,est_civil,salario,horas_trab,total_tempo_trab,cursos_ultimo_ano,tempo_empresa,tempo_funcao,ultima_promocao,tempo_gerente_atual,deixou_a_empresa
1160,31,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),2610,80,2,5,2,2,2,2,S
1161,37,P&D,2,F,2,Representante de Saude,Divorviado(a),5731,80,9,2,6,2,1,3,N
1162,27,P&D,3,M,1,Pesquisador,Casado(a),2539,80,4,0,4,2,2,2,N
1163,34,Vendas,1,F,2,Executivo de Vendas,Casado(a),5714,80,6,3,6,5,1,3,N
1164,35,RH,4,M,1,RH,Solteiro(a),4323,80,6,2,5,4,1,4,N
1165,29,Vendas,1,F,3,Executivo de Vendas,Casado(a),7336,80,11,3,11,8,3,10,S
1166,40,P&D,4,F,3,Diretor de Pesquisa,Solteiro(a),13499,80,20,3,18,7,2,13,N
1167,42,Vendas,3,M,4,Executivo de Vendas,Solteiro(a),13758,80,22,2,21,9,13,14,S
1171,42,Vendas,4,M,2,Executivo de Vendas,Solteiro(a),5155,80,9,3,6,4,1,5,N
1172,35,P&D,4,M,1,Tecnico de Laboratorio,Casado(a),2258,80,10,2,8,0,1,7,N
1173,24,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),3597,80,6,2,4,3,1,2,N
1175,28,P&D,1,F,1,Tecnico de Laboratorio,Casado(a),2515,80,1,4,1,1,0,0,S
1177,26,P&D,4,M,1,Tecnico de Laboratorio,Casado(a),4420,80,8,2,8,7,0,7,N
1179,30,Vendas,3,M,2,Executivo de Vendas,Casado(a),6578,80,10,3,10,3,1,4,N
1180,40,P&D,2,F,2,Pesquisador,Casado(a),4422,80,16,3,1,1,0,0,N
1182,35,P&D,3,M,3,Diretor de Manufatura,Divorviado(a),10274,80,15,2,7,7,6,4,N
1184,34,P&D,3,M,2,Representante de Saude,Solteiro(a),5343,80,14,3,13,9,4,9,N
1185,35,P&D,4,M,1,Tecnico de Laboratorio,Casado(a),2376,80,2,2,2,2,2,2,N
1188,43,Vendas,3,F,2,Executivo de Vendas,Solteiro(a),5346,80,7,2,4,3,1,3,S
1190,32,Vendas,1,F,1,Representante de Vendas,Divorviado(a),2827,80,1,3,1,0,0,0,N
1191,56,P&D,4,F,5,Gerente,Divorviado(a),19943,80,28,2,5,2,4,2,N
1192,29,P&D,1,F,1,Tecnico de Laboratorio,Casado(a),3131,80,10,5,10,8,0,8,N
1193,19,P&D,2,M,1,Pesquisador,Solteiro(a),2552,80,1,4,1,1,0,0,N
1195,45,P&D,3,F,1,Pesquisador,Casado(a),4477,80,7,2,3,2,0,2,N
1196,37,P&D,3,F,2,Diretor de Manufatura,Casado(a),6474,80,14,2,14,8,3,11,N
1198,20,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),3033,80,2,2,2,2,1,2,N
1200,44,P&D,4,M,1,Pesquisador,Solteiro(a),2936,80,6,4,6,4,0,2,S
1201,53,P&D,2,F,5,Gerente,Divorviado(a),18606,80,26,6,7,7,4,7,N
1202,29,P&D,1,F,1,Pesquisador,Casado(a),2168,80,6,2,5,4,1,3,N
1203,22,P&D,4,M,1,Pesquisador,Casado(a),2853,80,1,5,0,0,0,0,S
1204,46,Vendas,3,F,4,Gerente,Casado(a),17048,80,28,2,26,15,15,9,N
1206,44,P&D,3,M,1,Pesquisador,Solteiro(a),2290,80,6,3,0,0,0,0,N
1207,33,RH,3,M,1,RH,Casado(a),3600,80,5,2,5,4,1,4,N
1210,41,P&D,2,M,1,Pesquisador,Divorviado(a),2107,80,5,2,1,0,0,0,S
1211,30,Vendas,4,M,2,Executivo de Vendas,Divorviado(a),4115,80,8,3,4,3,0,3,N
1212,40,Vendas,4,M,2,Executivo de Vendas,Casado(a),4327,80,5,2,0,0,0,0,N
1215,50,P&D,3,F,4,Gerente,Casado(a),17856,80,32,3,2,2,2,2,N
1216,28,P&D,4,M,1,Tecnico de Laboratorio,Casado(a),3196,80,6,2,6,5,3,3,N
1217,46,P&D,2,M,5,Diretor de Pesquisa,Casado(a),19081,80,25,2,4,2,0,3,N
1218,35,Vendas,4,M,2,Executivo de Vendas,Casado(a),8966,80,15,2,7,7,1,7,N
1219,24,P&D,2,F,1,Tecnico de Laboratorio,Casado(a),2210,80,1,3,1,0,0,0,S
1220,33,Vendas,3,F,2,Executivo de Vendas,Casado(a),4539,80,10,3,10,7,0,1,N
1221,36,P&D,4,M,1,Tecnico de Laboratorio,Divorviado(a),2741,80,7,4,7,7,1,7,N
1224,30,P&D,4,M,2,Tecnico de Laboratorio,Divorviado(a),3491,80,10,4,10,7,8,9,N
1225,44,P&D,4,M,2,Pesquisador,Solteiro(a),4541,80,20,3,20,11,13,17,N
1226,20,Vendas,3,M,1,Representante de Vendas,Solteiro(a),2678,80,2,2,2,1,2,2,N
1228,46,P&D,4,M,2,Diretor de Manufatura,Divorviado(a),7379,80,12,3,6,3,1,4,N
1231,42,RH,5,M,2,RH,Casado(a),6272,80,10,3,4,3,0,3,N
1233,60,Vendas,4,M,2,Executivo de Vendas,Divorviado(a),5220,80,12,3,11,7,1,9,N
1234,32,P&D,3,F,1,Tecnico de Laboratorio,Casado(a),2743,80,2,2,2,2,2,2,N
1235,32,P&D,2,F,2,Pesquisador,Solteiro(a),4998,80,10,2,8,7,0,7,N
1237,36,P&D,3,F,3,Diretor de Manufatura,Divorviado(a),10252,80,17,2,7,7,7,7,N
1238,33,P&D,3,M,1,Pesquisador,Casado(a),2781,80,15,5,14,10,4,10,N
1239,40,Vendas,3,F,2,Executivo de Vendas,Divorviado(a),6852,80,7,2,5,1,1,3,N
1240,25,Vendas,4,M,2,Executivo de Vendas,Solteiro(a),4950,80,5,4,4,3,1,1,N
1241,30,P&D,3,M,1,Pesquisador,Casado(a),3579,80,12,2,11,9,5,7,N
1242,42,P&D,5,F,3,Diretor de Pesquisa,Casado(a),13191,80,20,6,1,0,0,0,N
1243,35,Vendas,2,F,3,Executivo de Vendas,Casado(a),10377,80,16,6,13,2,4,12,N
1244,27,P&D,3,M,1,Pesquisador,Casado(a),2235,80,9,3,9,7,6,8,N
1245,54,P&D,4,F,3,Diretor de Manufatura,Divorviado(a),10502,80,33,2,5,4,1,4,N
1246,44,P&D,1,F,1,Pesquisador,Casado(a),2011,80,10,5,10,5,7,7,N
1248,19,P&D,3,F,1,Pesquisador,Solteiro(a),1859,80,1,2,1,1,0,0,S
1249,29,P&D,3,F,1,Pesquisador,Divorviado(a),3760,80,3,5,3,2,1,2,N
1250,54,P&D,3,M,4,Diretor de Pesquisa,Casado(a),17779,80,36,2,10,9,0,9,N
1251,31,P&D,2,M,2,Representante de Saude,Casado(a),6833,80,6,2,6,5,0,1,N
1252,31,P&D,3,F,2,Representante de Saude,Solteiro(a),6812,80,10,2,10,9,1,8,N
1254,59,Vendas,3,F,2,Executivo de Vendas,Solteiro(a),5171,80,13,2,6,1,0,5,N
1255,43,P&D,3,M,5,Diretor de Pesquisa,Casado(a),19740,80,25,2,8,7,0,7,N
1256,49,P&D,2,M,5,Gerente,Casado(a),18711,80,23,2,1,0,0,0,N
1257,36,P&D,3,M,1,Pesquisador,Casado(a),3692,80,12,2,11,10,0,7,N
1258,48,P&D,2,M,1,Tecnico de Laboratorio,Solteiro(a),2559,80,7,4,1,0,0,0,N
1259,27,P&D,2,M,1,Pesquisador,Divorviado(a),2517,80,5,2,5,3,0,3,N
1260,29,P&D,3,M,2,Representante de Saude,Divorviado(a),6623,80,6,2,6,0,1,0,N
1263,48,P&D,3,M,5,Diretor de Pesquisa,Solteiro(a),18265,80,25,3,1,0,0,0,N
1264,29,P&D,3,F,4,Diretor de Pesquisa,Divorviado(a),16124,80,9,2,7,7,1,7,N
1265,34,P&D,3,F,1,Pesquisador,Casado(a),2585,80,2,5,1,0,0,0,N
1267,44,Vendas,3,M,5,Gerente,Casado(a),18213,80,26,5,22,9,3,10,N
1268,33,Vendas,5,M,3,Executivo de Vendas,Divorviado(a),8380,80,10,3,9,8,0,8,N
1269,19,P&D,3,F,1,Pesquisador,Solteiro(a),2994,80,1,2,1,0,0,1,N
1270,23,P&D,2,M,1,Pesquisador,Casado(a),1223,80,1,2,1,0,0,1,N
1273,25,Vendas,1,M,1,Representante de Vendas,Solteiro(a),1118,80,1,4,1,0,1,0,S
1275,26,P&D,2,M,1,Pesquisador,Solteiro(a),2875,80,8,2,8,5,2,2,N
1277,45,Vendas,3,F,5,Gerente,Solteiro(a),18824,80,26,2,24,10,1,11,S
1278,55,P&D,1,M,4,Representante de Saude,Divorviado(a),13577,80,34,3,33,9,15,0,N
1279,21,P&D,2,F,1,Tecnico de Laboratorio,Solteiro(a),2625,80,2,2,2,2,2,2,S
1280,46,Vendas,2,F,5,Gerente,Casado(a),18789,80,26,2,11,4,0,8,N
1281,34,Vendas,3,F,2,Executivo de Vendas,Solteiro(a),4538,80,4,3,3,2,0,2,N
1282,51,Vendas,3,M,5,Gerente,Divorviado(a),19847,80,31,5,29,10,11,10,N
1283,59,P&D,4,M,3,Diretor de Manufatura,Solteiro(a),10512,80,25,6,9,7,5,4,N
1285,34,P&D,3,F,2,Tecnico de Laboratorio,Divorviado(a),4444,80,15,2,11,8,5,10,N
1286,28,P&D,4,M,1,Tecnico de Laboratorio,Solteiro(a),2154,80,5,2,4,2,0,2,N
1288,44,P&D,2,M,5,Gerente,Divorviado(a),19190,80,26,4,25,9,14,13,N
1289,34,RH,3,M,2,RH,Casado(a),4490,80,14,5,10,9,1,8,N
1291,35,P&D,1,M,1,Pesquisador,Casado(a),3506,80,4,3,3,2,2,2,N
1292,42,P&D,4,F,2,Pesquisador,Casado(a),2372,80,18,2,1,0,0,0,N
1293,43,Vendas,4,F,3,Executivo de Vendas,Solteiro(a),10231,80,23,3,21,7,15,17,N
1294,36,P&D,4,F,2,Diretor de Manufatura,Solteiro(a),5410,80,18,2,16,14,5,12,N
1295,44,P&D,3,F,3,Representante de Saude,Casado(a),7978,80,10,2,10,7,0,5,S
1296,28,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),3867,80,2,2,2,2,2,2,N
1297,51,P&D,2,F,1,Tecnico de Laboratorio,Solteiro(a),2838,80,8,6,7,0,7,7,N
1298,30,P&D,2,F,2,Diretor de Manufatura,Solteiro(a),4695,80,10,3,8,4,1,7,N
1299,29,P&D,3,F,1,Tecnico de Laboratorio,Divorviado(a),3339,80,10,2,7,7,7,7,S
1301,28,P&D,3,M,1,Pesquisador,Solteiro(a),2080,80,5,2,3,2,1,2,N
1303,25,P&D,3,F,1,Pesquisador,Solteiro(a),2096,80,2,3,2,2,2,1,N
1304,32,Vendas,3,M,2,Executivo de Vendas,Casado(a),6209,80,10,4,10,7,0,8,N
1306,45,P&D,3,F,5,Gerente,Solteiro(a),18061,80,22,4,0,0,0,0,N
1307,39,P&D,4,F,4,Gerente,Divorviado(a),17123,80,21,4,19,9,15,2,N
1308,58,P&D,4,M,1,Pesquisador,Divorviado(a),2372,80,2,3,2,2,2,2,N
1309,32,P&D,2,M,2,Tecnico de Laboratorio,Casado(a),4883,80,10,3,10,4,1,1,S
1310,39,P&D,3,M,1,Pesquisador,Solteiro(a),3904,80,6,2,5,2,0,3,S
1311,30,P&D,3,F,2,Tecnico de Laboratorio,Casado(a),4627,80,10,6,9,2,6,7,N
1312,36,P&D,4,F,3,Representante de Saude,Casado(a),7094,80,10,0,7,7,1,7,N
1314,46,RH,2,F,1,RH,Solteiro(a),3423,80,10,3,7,6,5,7,N
1315,28,P&D,3,F,2,Tecnico de Laboratorio,Casado(a),6674,80,10,6,9,8,7,5,N
1317,50,P&D,3,F,4,Diretor de Pesquisa,Casado(a),16880,80,25,2,3,2,1,2,N
1318,40,Vendas,4,M,3,Executivo de Vendas,Solteiro(a),9094,80,9,2,5,4,1,0,S
1319,52,Vendas,3,M,3,Executivo de Vendas,Solteiro(a),8446,80,10,2,8,7,7,7,S
1321,30,P&D,4,F,3,Gerente,Casado(a),11916,80,9,2,9,1,0,8,N
1322,39,P&D,2,M,2,Diretor de Manufatura,Solteiro(a),4534,80,9,6,8,7,1,7,N
1324,31,Vendas,4,F,3,Executivo de Vendas,Divorviado(a),9852,80,10,5,10,8,9,6,N
1329,41,Vendas,2,M,2,Executivo de Vendas,Solteiro(a),6151,80,19,4,19,2,11,9,N
1331,31,Vendas,3,F,1,Representante de Vendas,Solteiro(a),2302,80,3,2,3,2,2,2,S
1333,44,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),2362,80,10,4,3,2,1,2,S
1334,42,P&D,1,M,4,Gerente,Casado(a),17861,80,21,3,20,8,2,10,N
1336,55,P&D,2,F,5,Gerente,Casado(a),19187,80,23,5,19,9,9,11,N
1338,56,RH,4,M,5,Gerente,Solteiro(a),19717,80,36,4,7,3,7,7,N
1340,40,P&D,2,M,1,Pesquisador,Divorviado(a),3544,80,6,0,4,2,0,0,N
1344,34,P&D,3,M,3,Representante de Saude,Divorviado(a),8500,80,10,0,9,7,1,6,N
1346,40,P&D,3,M,2,Pesquisador,Solteiro(a),4661,80,9,4,9,8,8,8,N
1349,41,Vendas,3,F,2,Executivo de Vendas,Divorviado(a),4103,80,10,2,9,3,1,7,N
1350,35,P&D,4,M,2,Pesquisador,Solteiro(a),4249,80,9,3,9,6,1,1,N
1352,51,RH,3,M,4,Gerente,Divorviado(a),14026,80,33,2,33,9,0,10,N
1355,38,Vendas,2,F,2,Executivo de Vendas,Divorviado(a),6893,80,11,3,7,7,1,7,N
1356,34,Vendas,2,F,2,Executivo de Vendas,Solteiro(a),6125,80,10,6,10,8,9,6,N
1358,25,P&D,1,M,1,Tecnico de Laboratorio,Casado(a),3669,80,7,6,3,2,1,2,N
1360,58,P&D,4,F,3,Diretor de Manufatura,Casado(a),10008,80,31,0,10,9,5,9,S
1361,40,P&D,4,M,1,Tecnico de Laboratorio,Casado(a),2387,80,7,3,4,2,0,3,N
1362,36,Vendas,3,F,2,Executivo de Vendas,Casado(a),4639,80,17,2,15,7,6,13,N
1363,48,P&D,3,M,3,Diretor de Manufatura,Solteiro(a),7898,80,11,2,10,9,0,8,N
1364,27,Vendas,3,F,1,Representante de Vendas,Casado(a),2534,80,5,4,1,0,0,0,N
1367,51,P&D,2,F,4,Diretor de Manufatura,Solteiro(a),13142,80,29,1,5,2,0,3,N
1368,18,P&D,3,F,1,Tecnico de Laboratorio,Solteiro(a),1611,80,0,5,0,0,0,0,N
1369,35,P&D,3,F,2,Tecnico de Laboratorio,Casado(a),5363,80,10,0,9,7,0,0,N
1371,27,Vendas,1,M,2,Executivo de Vendas,Solteiro(a),5071,80,8,3,6,2,0,0,N
1372,55,Vendas,4,M,4,Executivo de Vendas,Solteiro(a),13695,80,24,2,19,7,3,8,S
1373,56,P&D,3,M,4,Diretor de Manufatura,Casado(a),13402,80,33,0,19,16,15,9,N
1374,34,P&D,1,F,1,Pesquisador,Divorviado(a),2029,80,5,2,5,4,0,0,N
1375,40,P&D,1,F,2,Representante de Saude,Divorviado(a),6377,80,15,0,12,11,11,8,N
1377,34,P&D,3,M,2,Tecnico de Laboratorio,Casado(a),5429,80,10,1,8,7,7,7,N
1379,31,Vendas,3,F,1,Representante de Vendas,Solteiro(a),2785,80,3,3,1,0,0,0,S
1380,35,Vendas,4,F,2,Executivo de Vendas,Casado(a),4614,80,5,0,4,2,3,2,S
1382,38,P&D,3,M,1,Pesquisador,Divorviado(a),2610,80,4,2,4,2,0,3,N
1383,34,P&D,4,F,2,Representante de Saude,Solteiro(a),6687,80,14,2,14,11,4,11,N
1387,28,Vendas,3,M,2,Executivo de Vendas,Casado(a),4724,80,5,0,5,3,0,4,N
1389,31,P&D,4,M,2,Diretor de Manufatura,Casado(a),6179,80,10,3,10,2,6,7,S
1390,39,Vendas,4,M,2,Executivo de Vendas,Casado(a),6120,80,8,2,5,4,1,4,N
1391,51,Vendas,3,M,3,Executivo de Vendas,Casado(a),10596,80,14,5,4,2,3,2,N
1392,41,P&D,3,F,2,Pesquisador,Divorviado(a),5467,80,12,4,6,2,3,3,N
1394,37,P&D,1,M,1,Pesquisador,Casado(a),2996,80,8,2,6,4,1,3,N
1395,33,Vendas,1,M,2,Executivo de Vendas,Casado(a),9998,80,8,2,5,4,1,2,N
1396,32,Vendas,1,M,2,Executivo de Vendas,Casado(a),4078,80,4,3,3,2,1,2,N
1397,39,P&D,2,M,3,Representante de Saude,Casado(a),10920,80,13,2,6,4,0,5,N
1399,25,Vendas,1,M,2,Executivo de Vendas,Casado(a),6232,80,6,3,3,2,1,2,N
1401,52,P&D,2,F,4,Diretor de Manufatura,Casado(a),13247,80,24,3,5,3,0,2,N
1402,43,P&D,3,F,2,Pesquisador,Solteiro(a),4081,80,20,3,20,7,1,8,N
1403,27,Vendas,3,F,2,Executivo de Vendas,Casado(a),5769,80,6,3,6,2,4,4,N
1405,27,P&D,4,F,1,Pesquisador,Solteiro(a),2394,80,8,2,8,2,7,7,S
1407,26,P&D,1,M,1,Pesquisador,Solteiro(a),3904,80,5,2,4,3,1,1,N
1408,42,RH,3,F,4,Gerente,Casado(a),16799,80,21,5,20,7,0,9,N
1409,52,P&D,4,F,1,Tecnico de Laboratorio,Casado(a),2950,80,12,2,5,4,0,4,N
1411,37,P&D,3,F,1,Tecnico de Laboratorio,Solteiro(a),3629,80,8,6,3,2,0,2,N
1412,35,P&D,2,M,3,Diretor de Manufatura,Solteiro(a),9362,80,10,2,2,2,2,2,N
1415,25,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),3229,80,7,2,3,2,0,2,N
1417,26,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),3578,80,8,2,7,7,0,7,N
1419,29,RH,3,M,3,RH,Solteiro(a),7988,80,10,3,10,9,0,9,N
1420,49,P&D,2,M,2,Tecnico de Laboratorio,Solteiro(a),4284,80,20,2,4,3,1,3,S
1421,29,P&D,1,F,3,Representante de Saude,Solteiro(a),7553,80,9,1,8,7,7,7,S
1422,54,P&D,3,F,4,Diretor de Pesquisa,Solteiro(a),17328,80,29,3,20,7,12,7,N
1423,58,P&D,3,F,5,Diretor de Pesquisa,Casado(a),19701,80,32,3,9,8,1,5,N
1424,55,P&D,4,M,4,Diretor de Pesquisa,Divorviado(a),14732,80,31,4,7,7,0,0,N
1425,36,Vendas,4,F,2,Executivo de Vendas,Solteiro(a),9278,80,15,3,5,4,0,1,N
1427,31,Vendas,4,F,1,Representante de Vendas,Solteiro(a),1359,80,1,3,1,0,0,0,S
1428,30,Vendas,4,F,2,Executivo de Vendas,Divorviado(a),4779,80,8,3,3,2,0,2,N
1430,31,P&D,5,F,4,Diretor de Pesquisa,Solteiro(a),16422,80,9,3,3,2,1,0,N
1431,34,P&D,4,M,1,Pesquisador,Divorviado(a),2996,80,10,2,4,3,1,3,N
1433,31,P&D,3,F,1,Pesquisador,Solteiro(a),1261,80,1,3,1,0,0,0,S
1434,27,P&D,1,M,1,Tecnico de Laboratorio,Casado(a),2099,80,6,3,5,0,1,4,N
1435,36,P&D,4,M,2,Tecnico de Laboratorio,Solteiro(a),5810,80,10,2,10,4,1,8,N
1436,36,Vendas,4,F,2,Executivo de Vendas,Casado(a),5647,80,11,3,3,2,0,2,N
1438,47,P&D,3,M,1,Pesquisador,Casado(a),3420,80,17,2,6,5,1,2,N
1439,25,Vendas,2,M,1,Representante de Vendas,Casado(a),4400,80,6,2,3,2,2,2,S
1440,37,P&D,2,M,1,Tecnico de Laboratorio,Solteiro(a),3500,80,7,2,6,5,1,3,N
1441,56,P&D,2,F,1,Pesquisador,Casado(a),2066,80,5,3,3,2,1,0,N
1443,47,P&D,4,F,4,Diretor de Pesquisa,Casado(a),17169,80,26,2,20,17,5,6,N
1445,24,Vendas,1,F,2,Executivo de Vendas,Casado(a),4162,80,5,3,5,4,0,3,N
1446,32,Vendas,5,M,2,Executivo de Vendas,Casado(a),9204,80,7,3,4,3,0,3,N
1447,34,P&D,3,F,1,Tecnico de Laboratorio,Casado(a),3294,80,7,2,5,4,0,2,N
1448,41,P&D,5,M,1,Pesquisador,Casado(a),2127,80,7,5,4,2,0,3,N
1449,40,P&D,4,M,2,Tecnico de Laboratorio,Divorviado(a),3975,80,11,2,8,7,0,7,N
1453,31,Vendas,2,M,3,Executivo de Vendas,Divorviado(a),10793,80,13,5,13,7,9,9,N
1457,46,Vendas,3,M,3,Executivo de Vendas,Divorviado(a),10096,80,28,1,7,7,4,3,S
1458,39,P&D,3,F,1,Tecnico de Laboratorio,Solteiro(a),3646,80,11,2,1,0,0,0,S
1459,31,P&D,5,F,3,Diretor de Manufatura,Solteiro(a),7446,80,10,2,10,8,4,7,S
1460,45,P&D,3,M,3,Representante de Saude,Divorviado(a),10851,80,24,2,7,7,0,7,N
1461,31,RH,2,F,1,RH,Solteiro(a),2109,80,8,3,3,2,0,2,N
1464,31,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),3722,80,7,2,2,2,2,2,S
1465,45,P&D,3,M,3,Diretor de Manufatura,Casado(a),9380,80,10,4,3,1,1,2,N
1466,48,Vendas,3,M,2,Executivo de Vendas,Divorviado(a),5486,80,15,3,2,2,2,2,N
1467,34,RH,4,F,1,RH,Casado(a),2742,80,2,0,2,2,2,2,S
1468,40,P&D,1,M,3,Diretor de Pesquisa,Divorviado(a),13757,80,16,5,9,8,4,8,N
1469,28,Vendas,3,M,2,Executivo de Vendas,Solteiro(a),8463,80,6,4,5,4,1,3,N
1471,44,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),3162,80,7,5,5,2,0,3,N
1472,53,P&D,3,M,4,Diretor de Pesquisa,Solteiro(a),16598,80,35,2,9,8,8,8,N
1473,49,P&D,4,M,2,Representante de Saude,Casado(a),6651,80,20,0,3,2,1,2,N
1474,40,P&D,3,M,1,Pesquisador,Divorviado(a),2345,80,8,3,3,1,1,2,N
1475,44,P&D,3,M,1,Pesquisador,Solteiro(a),3420,80,6,3,5,2,1,3,N
1477,33,Vendas,3,M,2,Executivo de Vendas,Casado(a),4373,80,5,2,4,3,0,3,N
1478,34,Vendas,3,M,2,Executivo de Vendas,Solteiro(a),4759,80,15,2,13,9,3,12,N
1479,30,Vendas,1,M,2,Executivo de Vendas,Casado(a),5301,80,4,2,2,1,2,2,N
1480,42,P&D,2,F,1,Tecnico de Laboratorio,Solteiro(a),3673,80,12,3,12,9,5,8,N
1481,44,Vendas,5,F,2,Executivo de Vendas,Casado(a),4768,80,11,4,1,0,0,0,N
1482,30,P&D,3,M,1,Pesquisador,Divorviado(a),1274,80,1,2,1,0,0,0,N
1483,57,P&D,2,M,2,Pesquisador,Casado(a),4900,80,13,2,12,9,2,8,N
1484,49,P&D,4,M,3,Representante de Saude,Divorviado(a),10466,80,29,3,8,7,0,7,N
1485,34,P&D,3,M,4,Diretor de Pesquisa,Divorviado(a),17007,80,16,3,14,8,6,9,N
1486,28,Vendas,3,M,1,Representante de Vendas,Casado(a),2909,80,5,3,3,2,1,2,S
1487,29,Vendas,3,F,2,Executivo de Vendas,Solteiro(a),5765,80,7,4,5,3,0,0,S
1489,34,Vendas,4,F,2,Executivo de Vendas,Solteiro(a),4599,80,16,2,15,9,10,10,S
1492,35,Vendas,1,M,1,Representante de Vendas,Casado(a),2404,80,1,3,1,0,0,0,N
1494,24,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),3172,80,4,2,0,0,0,0,S
1495,24,Vendas,2,F,1,Representante de Vendas,Casado(a),2033,80,1,2,1,0,0,0,N
1496,44,P&D,1,M,3,Diretor de Manufatura,Solteiro(a),10209,80,16,2,2,2,2,2,N
1497,29,Vendas,3,M,2,Executivo de Vendas,Divorviado(a),8620,80,10,3,10,7,0,4,N
1499,30,RH,3,M,1,RH,Divorviado(a),2064,80,6,3,5,3,1,3,N
1501,55,P&D,4,M,2,Representante de Saude,Casado(a),4035,80,4,2,3,2,1,2,N
1502,33,P&D,4,F,1,Tecnico de Laboratorio,Casado(a),3838,80,8,5,5,4,0,2,N
1503,47,Vendas,3,F,2,Executivo de Vendas,Casado(a),4591,80,11,4,5,4,1,2,N
1504,28,P&D,2,M,1,Tecnico de Laboratorio,Solteiro(a),2561,80,8,2,0,0,0,0,S
1506,28,P&D,3,M,1,Pesquisador,Divorviado(a),1563,80,1,2,1,0,0,0,N
1507,28,Vendas,3,M,2,Executivo de Vendas,Solteiro(a),4898,80,5,5,4,2,1,3,N
1509,49,P&D,2,F,2,Tecnico de Laboratorio,Casado(a),4789,80,10,3,3,2,1,2,N
1513,29,P&D,1,F,1,Tecnico de Laboratorio,Casado(a),3180,80,4,3,3,2,0,2,N
1514,28,P&D,1,M,2,Diretor de Manufatura,Casado(a),6549,80,8,2,8,6,1,7,N
1515,33,P&D,5,M,2,Representante de Saude,Solteiro(a),6388,80,14,6,0,0,0,0,N
1516,32,P&D,3,M,3,Gerente,Solteiro(a),11244,80,10,5,5,2,0,0,N
1520,54,P&D,4,F,4,Gerente,Divorviado(a),16032,80,26,2,14,9,1,12,N
1522,29,P&D,4,M,1,Pesquisador,Solteiro(a),2362,80,11,2,9,7,0,7,S
1523,44,P&D,3,M,4,Diretor de Pesquisa,Casado(a),16328,80,24,1,20,6,14,17,N
1525,39,P&D,3,F,3,Diretor de Manufatura,Solteiro(a),8376,80,9,3,2,0,2,2,N
1527,46,Vendas,3,F,4,Gerente,Casado(a),16606,80,23,2,13,12,5,1,N
1529,35,P&D,3,F,3,Representante de Saude,Solteiro(a),8606,80,11,3,11,8,3,3,N
1533,23,P&D,1,M,2,Tecnico de Laboratorio,Solteiro(a),2272,80,5,2,4,3,1,2,N
1534,40,P&D,4,M,1,Tecnico de Laboratorio,Solteiro(a),2018,80,15,3,5,4,1,0,S
1535,34,Vendas,3,M,3,Executivo de Vendas,Casado(a),7083,80,10,3,10,9,8,6,N
1537,31,P&D,3,F,1,Pesquisador,Solteiro(a),4084,80,7,2,7,2,7,7,S
1539,50,P&D,5,M,4,Diretor de Pesquisa,Solteiro(a),14411,80,32,2,32,6,13,9,N
1541,34,Vendas,2,M,1,Representante de Vendas,Casado(a),2308,80,12,4,11,10,5,7,N
1542,42,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),4841,80,4,3,1,0,0,0,N
1543,37,P&D,3,M,2,Pesquisador,Casado(a),4285,80,10,2,10,8,3,7,N
1544,29,P&D,1,F,2,Representante de Saude,Casado(a),9715,80,9,3,7,7,0,7,N
1545,33,P&D,3,M,2,Diretor de Manufatura,Solteiro(a),4320,80,5,2,5,3,0,2,N
1546,45,P&D,3,M,1,Pesquisador,Casado(a),2132,80,8,3,5,4,0,3,N
1547,42,P&D,3,M,3,Representante de Saude,Casado(a),10124,80,24,3,20,8,13,9,N
1548,40,Vendas,2,M,2,Executivo de Vendas,Casado(a),5473,80,9,5,8,4,7,1,N
1549,33,P&D,4,M,2,Tecnico de Laboratorio,Casado(a),5207,80,15,3,15,14,5,7,N
1550,40,RH,2,M,4,Gerente,Solteiro(a),16437,80,21,2,21,7,7,7,N
1551,24,P&D,2,M,1,Tecnico de Laboratorio,Divorviado(a),2296,80,2,3,1,1,0,0,N
1552,40,P&D,2,M,2,Representante de Saude,Divorviado(a),4069,80,8,2,2,2,2,2,N
1553,45,P&D,4,M,3,Representante de Saude,Divorviado(a),7441,80,10,4,10,8,7,7,N
1554,35,Vendas,4,F,1,Representante de Vendas,Casado(a),2430,80,6,5,5,3,4,2,N
1555,32,P&D,2,F,2,Pesquisador,Casado(a),5878,80,12,2,7,1,2,5,N
1556,36,Vendas,4,M,1,Representante de Vendas,Solteiro(a),2644,80,7,3,3,2,1,2,N
1557,48,Vendas,4,F,2,Executivo de Vendas,Divorviado(a),6439,80,18,2,8,7,7,7,N
1558,29,P&D,3,M,1,Pesquisador,Casado(a),2451,80,5,2,1,0,0,0,N
